매장_id,품목_id,기간,매장_발주량
ST_103,IT_112,2023.12.5,0
ST_103,IT_113,2023.12.1,0
ST_103,IT_113,2023.12.2,0
ST_103,IT_113,2023.12.3,0
ST_103,IT_113,2023.12.4,0
ST_103,IT_113,2023.12.5,0
ST_103,IT_114,2023.12.1,0
ST_103,IT_114,2023.12.2,0
ST_103,IT_114,2023.12.3,0
ST_103,IT_114,2023.12.4,0
ST_103,IT_114,2023.12.5,0
ST_103,IT_115,2023.12.1,0
ST_103,IT_115,2023.12.2,0
ST_103,IT_115,2023.12.3,250
ST_103,IT_115,2023.12.4,0
ST_103,IT_115,2023.12.5,0
ST_103,IT_116,2023.12.1,0
ST_103,IT_116,2023.12.2,0
ST_103,IT_116,2023.12.3,0
ST_103,IT_116,2023.12.4,0
ST_103,IT_116,2023.12.5,0
ST_103,IT_117,2023.12.1,0
ST_103,IT_117,2023.12.2,0
ST_103,IT_117,2023.12.3,0
ST_103,IT_117,2023.12.4,0
ST_103,IT_117,2023.12.5,0
ST_103,IT_118,2023.12.1,0
ST_103,IT_118,2023.12.2,0
ST_103,IT_118,2023.12.3,0
ST_103,IT_118,2023.12.4,0
ST_103,IT_118,2023.12.5,0
ST_103,IT_119,2023.12.1,0
ST_103,IT_119,2023.12.2,0
ST_103,IT_119,2023.12.3,0
ST_103,IT_119,2023.12.4,0
ST_103,IT_119,2023.12.5,0
ST_103,IT_120,2023.12.1,0
ST_103,IT_120,2023.12.2,0
ST_103,IT_120,2023.12.3,0
ST_103,IT_120,2023.12.4,0
ST_103,IT_120,2023.12.5,0
ST_103,IT_121,2023.12.1,0
ST_103,IT_121,2023.12.2,0
ST_103,IT_121,2023.12.3,0
ST_103,IT_121,2023.12.4,0
ST_103,IT_121,2023.12.5,0
ST_103,IT_122,2023.12.1,0
ST_103,IT_122,2023.12.2,0
ST_103,IT_122,2023.12.3,0
ST_103,IT_122,2023.12.4,0
ST_103,IT_122,2023.12.5,0
ST_103,IT_123,2023.12.1,0
ST_103,IT_123,2023.12.2,0
ST_103,IT_123,2023.12.3,0
ST_103,IT_123,2023.12.4,0
ST_103,IT_123,2023.12.5,0
ST_103,IT_124,2023.12.1,0
ST_103,IT_124,2023.12.2,0
ST_103,IT_124,2023.12.3,0
ST_103,IT_124,2023.12.4,0
ST_103,IT_124,2023.12.5,0
ST_103,IT_125,2023.12.1,0
ST_103,IT_125,2023.12.2,0
ST_103,IT_125,2023.12.3,0
ST_103,IT_125,2023.12.4,0
ST_103,IT_125,2023.12.5,0
ST_103,IT_126,2023.12.1,18
ST_103,IT_126,2023.12.2,0
ST_103,IT_126,2023.12.3,0
ST_103,IT_126,2023.12.4,0
ST_103,IT_126,2023.12.5,0
ST_103,IT_127,2023.12.1,0
ST_103,IT_127,2023.12.2,0
ST_103,IT_127,2023.12.3,0
ST_103,IT_127,2023.12.4,0
ST_103,IT_127,2023.12.5,0
ST_103,IT_129,2023.12.1,0
ST_103,IT_129,2023.12.2,0
ST_103,IT_129,2023.12.3,0
ST_103,IT_129,2023.12.4,0
ST_103,IT_129,2023.12.5,0
ST_103,IT_130,2023.12.1,0
ST_103,IT_130,2023.12.2,0
ST_103,IT_130,2023.12.3,0
ST_103,IT_130,2023.12.4,0
ST_103,IT_130,2023.12.5,0
ST_103,IT_132,2023.12.1,3
ST_103,IT_132,2023.12.2,3
ST_103,IT_132,2023.12.3,2
ST_103,IT_132,2023.12.4,0
